date,symbol,name,asset_type,monthly_return,price,is_synthetic
2016-11-30,GLOBAL_EQ,Global Equity Index,index,-0.00511225,128.43715,True
2016-12-31,GLOBAL_EQ,Global Equity Index,index,-0.03167865,124.368434,True
2017-01-31,GLOBAL_EQ,Global Equity Index,index,-0.01231258,122.837137,True
2017-02-28,GLOBAL_EQ,Global Equity Index,index,0.004171,123.349491,True
2017-03-31,GLOBAL_EQ,Global Equity Index,index,0.02244228,126.117735,True
2017-04-30,GLOBAL_EQ,Global Equity Index,index,0.01792686,128.378629,True
2017-05-31,GLOBAL_EQ,Global Equity Index,index,-0.01520975,126.426022,True
2017-06-30,GLOBAL_EQ,Global Equity Index,index,-0.11401047,112.012131,True
2017-07-31,GLOBAL_EQ,Global Equity Index,index,-0.04408139,107.074481,True
2017-08-31,GLOBAL_EQ,Global Equity Index,index,0.04002307,111.359931,True
2017-09-30,GLOBAL_EQ,Global Equity Index,index,0.02021932,113.611552,True
2017-10-31,GLOBAL_EQ,Global Equity Index,index,-0.02448692,110.829556,True
2017-11-30,GLOBAL_EQ,Global Equity Index,index,0.09246152,121.077025,True
2017-12-31,GLOBAL_EQ,Global Equity Index,index,0.03281631,125.050326,True
2018-01-31,GLOBAL_EQ,Global Equity Index,index,0.03443107,129.355942,True
2018-02-28,GLOBAL_EQ,Global Equity Index,index,-0.01248917,127.740394,True
2018-03-31,GLOBAL_EQ,Global Equity Index,index,-0.0176454,125.486363,True
2018-04-30,GLOBAL_EQ,Global Equity Index,index,0.03289219,129.613884,True
2018-05-31,GLOBAL_EQ,Global Equity Index,index,-0.04987567,123.149305,True
2018-06-30,GLOBAL_EQ,Global Equity Index,index,0.00188724,123.381717,True
2018-07-31,GLOBAL_EQ,Global Equity Index,index,-0.01174867,121.932146,True
2018-08-31,GLOBAL_EQ,Global Equity Index,index,0.02630545,125.139626,True
2018-09-30,GLOBAL_EQ,Global Equity Index,index,0.05221955,131.674361,True
2018-10-31,GLOBAL_EQ,Global Equity Index,index,0.0159603,133.775924,True
2018-11-30,GLOBAL_EQ,Global Equity Index,index,0.00242217,134.099952,True
2018-12-31,GLOBAL_EQ,Global Equity Index,index,0.06281631,142.523616,True
2019-01-31,GLOBAL_EQ,Global Equity Index,index,-0.00067425,142.42752,True
2019-02-28,GLOBAL_EQ,Global Equity Index,index,-0.01194278,140.72654,True
2019-03-31,GLOBAL_EQ,Global Equity Index,index,-0.01243831,138.976139,True
2019-04-30,GLOBAL_EQ,Global Equity Index,index,0.10030301,152.915864,True
2019-05-31,GLOBAL_EQ,Global Equity Index,index,-0.04152182,146.566519,True
2019-06-30,GLOBAL_EQ,Global Equity Index,index,-0.01113695,144.934216,True
2019-07-31,GLOBAL_EQ,Global Equity Index,index,0.01506836,147.118137,True
2019-08-31,GLOBAL_EQ,Global Equity Index,index,-0.01452405,144.981386,True
2019-09-30,GLOBAL_EQ,Global Equity Index,index,-0.03543768,139.843582,True
2019-10-31,GLOBAL_EQ,Global Equity Index,index,-0.03227901,135.329569,True
2019-11-30,GLOBAL_EQ,Global Equity Index,index,-0.05091726,128.438958,True
2019-12-31,GLOBAL_EQ,Global Equity Index,index,-0.00695627,127.545502,True
2020-01-31,GLOBAL_EQ,Global Equity Index,index,-0.00289718,127.17598,True
2020-02-29,GLOBAL_EQ,Global Equity Index,index,-0.02933726,123.444984,True
2020-03-31,GLOBAL_EQ,Global Equity Index,index,0.03097266,127.268404,True
2020-04-30,GLOBAL_EQ,Global Equity Index,index,-0.0345192,122.875201,True
2020-05-31,GLOBAL_EQ,Global Equity Index,index,0.00847165,123.916157,True
2020-06-30,GLOBAL_EQ,Global Equity Index,index,0.02201191,126.643789,True
2020-07-31,GLOBAL_EQ,Global Equity Index,index,0.02400568,129.683959,True
2020-08-31,GLOBAL_EQ,Global Equity Index,index,0.00143664,129.870268,True
2020-09-30,GLOBAL_EQ,Global Equity Index,index,-0.02819747,126.208255,True
2020-10-31,GLOBAL_EQ,Global Equity Index,index,0.06363741,134.239821,True
2020-11-30,GLOBAL_EQ,Global Equity Index,index,0.01338584,136.036734,True
2020-12-31,GLOBAL_EQ,Global Equity Index,index,0.08695514,147.865827,True
2021-01-31,GLOBAL_EQ,Global Equity Index,index,-0.00656273,146.895423,True
2021-02-28,GLOBAL_EQ,Global Equity Index,index,-0.02563968,143.129072,True
2021-03-31,GLOBAL_EQ,Global Equity Index,index,0.0086954,144.373636,True
2021-04-30,GLOBAL_EQ,Global Equity Index,index,0.01430208,146.43848,True
2021-05-31,GLOBAL_EQ,Global Equity Index,index,-0.09728593,132.192076,True
2021-06-30,GLOBAL_EQ,Global Equity Index,index,-0.02014398,129.529202,True
2021-07-31,GLOBAL_EQ,Global Equity Index,index,0.01162387,131.034832,True
2021-08-31,GLOBAL_EQ,Global Equity Index,index,0.0062803,131.857771,True
2021-09-30,GLOBAL_EQ,Global Equity Index,index,0.01319015,133.596994,True
2021-10-31,GLOBAL_EQ,Global Equity Index,index,-0.01928559,131.020498,True
2021-11-30,GLOBAL_EQ,Global Equity Index,index,-0.04893385,124.609161,True
2021-12-31,GLOBAL_EQ,Global Equity Index,index,-0.02970642,120.907469,True
2022-01-31,GLOBAL_EQ,Global Equity Index,index,0.06498201,128.764279,True
2022-02-28,GLOBAL_EQ,Global Equity Index,index,0.03170113,132.846252,True
2022-03-31,GLOBAL_EQ,Global Equity Index,index,0.11218003,147.748949,True
2022-04-30,GLOBAL_EQ,Global Equity Index,index,0.02351809,151.223722,True
2022-05-31,GLOBAL_EQ,Global Equity Index,index,-0.01531236,148.908129,True
2022-06-30,GLOBAL_EQ,Global Equity Index,index,-0.0018148,148.637891,True
2022-07-31,GLOBAL_EQ,Global Equity Index,index,-0.0214406,145.451005,True
2022-08-31,GLOBAL_EQ,Global Equity Index,index,0.09774724,159.668439,True
2022-09-30,GLOBAL_EQ,Global Equity Index,index,-0.10721351,142.549825,True
2022-10-31,GLOBAL_EQ,Global Equity Index,index,-0.0517899,135.167185,True
2022-11-30,GLOBAL_EQ,Global Equity Index,index,0.00905629,136.391297,True
2022-12-31,GLOBAL_EQ,Global Equity Index,index,-0.00860489,135.217666,True
2023-01-31,GLOBAL_EQ,Global Equity Index,index,0.01835111,137.69906,True
2023-02-28,GLOBAL_EQ,Global Equity Index,index,-0.07531249,127.328601,True
2023-03-31,GLOBAL_EQ,Global Equity Index,index,0.02496482,130.507337,True
2023-04-30,GLOBAL_EQ,Global Equity Index,index,0.01805625,132.86381,True
2023-05-31,GLOBAL_EQ,Global Equity Index,index,0.093541,145.292024,True
2023-06-30,GLOBAL_EQ,Global Equity Index,index,-0.01778139,142.708531,True
2023-07-31,GLOBAL_EQ,Global Equity Index,index,-0.02667762,138.901407,True
2023-08-31,GLOBAL_EQ,Global Equity Index,index,0.07631908,149.502235,True
2023-09-30,GLOBAL_EQ,Global Equity Index,index,-0.03146098,144.798748,True
2023-10-31,GLOBAL_EQ,Global Equity Index,index,-0.01398877,142.773192,True
2023-11-30,GLOBAL_EQ,Global Equity Index,index,0.03153631,147.275732,True
2023-12-31,GLOBAL_EQ,Global Equity Index,index,0.00946734,148.670042,True
2024-01-31,GLOBAL_EQ,Global Equity Index,index,-0.01465983,146.490565,True
2024-02-29,GLOBAL_EQ,Global Equity Index,index,-0.00711083,145.448896,True
2024-03-31,GLOBAL_EQ,Global Equity Index,index,0.02095217,148.496366,True
2024-04-30,GLOBAL_EQ,Global Equity Index,index,0.02395516,152.053621,True
2024-05-31,GLOBAL_EQ,Global Equity Index,index,-0.07249381,141.030675,True
2024-06-30,GLOBAL_EQ,Global Equity Index,index,0.0399763,146.66856,True
2024-07-31,GLOBAL_EQ,Global Equity Index,index,0.0652668,156.241147,True
2024-08-31,GLOBAL_EQ,Global Equity Index,index,0.03277583,161.362081,True
2024-09-30,GLOBAL_EQ,Global Equity Index,index,-0.02550579,157.246413,True
2024-10-31,GLOBAL_EQ,Global Equity Index,index,0.01940955,160.298496,True
2024-11-30,GLOBAL_EQ,Global Equity Index,index,-0.00157309,160.046331,True
2024-12-31,GLOBAL_EQ,Global Equity Index,index,0.01456413,162.377267,True
2025-01-31,GLOBAL_EQ,Global Equity Index,index,-0.0311557,157.318289,True
2025-02-28,GLOBAL_EQ,Global Equity Index,index,0.01062017,158.989036,True
2025-03-31,GLOBAL_EQ,Global Equity Index,index,-0.04694712,151.524959,True
2025-04-30,GLOBAL_EQ,Global Equity Index,index,0.05710133,160.177236,True
2025-05-31,GLOBAL_EQ,Global Equity Index,index,0.01154268,162.02611,True
2025-06-30,GLOBAL_EQ,Global Equity Index,index,0.04787185,169.7826,True
2025-07-31,GLOBAL_EQ,Global Equity Index,index,-0.03104884,164.511048,True
2025-08-31,GLOBAL_EQ,Global Equity Index,index,0.00331607,165.056578,True
2025-09-30,GLOBAL_EQ,Global Equity Index,index,-0.02115992,161.563993,True
2025-10-31,GLOBAL_EQ,Global Equity Index,index,-0.05746802,152.27923,True
2025-11-30,GLOBAL_EQ,Global Equity Index,index,0.04781114,159.559873,True
2025-12-31,GLOBAL_EQ,Global Equity Index,index,0.07635401,171.742909,True
2010-01-31,US_EQ,US Equity Index,index,0.0357857,103.57857,True
2010-02-28,US_EQ,US Equity Index,index,-0.04427755,98.992364,True
2010-03-31,US_EQ,US Equity Index,index,0.00038956,99.030928,True
2010-04-30,US_EQ,US Equity Index,index,-0.01803896,97.244513,True
2010-05-31,US_EQ,US Equity Index,index,-0.00220405,97.030181,True
2010-06-30,US_EQ,US Equity Index,index,-0.02428307,94.673991,True
2010-07-31,US_EQ,US Equity Index,index,-0.10289969,84.932066,True
2010-08-31,US_EQ,US Equity Index,index,-0.00363015,84.62375,True
2010-09-30,US_EQ,US Equity Index,index,-0.02046745,82.891718,True
2010-10-31,US_EQ,US Equity Index,index,0.11418669,92.356849,True
2010-11-30,US_EQ,US Equity Index,index,0.00615271,92.925094,True
2010-12-31,US_EQ,US Equity Index,index,-0.05791176,87.543638,True
2011-01-31,US_EQ,US Equity Index,index,0.03703926,90.786189,True
2011-02-28,US_EQ,US Equity Index,index,0.0826191,98.286863,True
2011-03-31,US_EQ,US Equity Index,index,0.04152121,102.367852,True
2011-04-30,US_EQ,US Equity Index,index,-0.0786286,94.318811,True
2011-05-31,US_EQ,US Equity Index,index,0.05004827,99.039304,True
2011-06-30,US_EQ,US Equity Index,index,0.04985934,103.977338,True
2011-07-31,US_EQ,US Equity Index,index,0.03381208,107.493029,True
2011-08-31,US_EQ,US Equity Index,index,-0.02305696,105.014567,True
2011-09-30,US_EQ,US Equity Index,index,0.01938924,107.050719,True
2011-10-31,US_EQ,US Equity Index,index,0.07139197,114.693281,True
2011-11-30,US_EQ,US Equity Index,index,0.04943421,120.363053,True
2011-12-31,US_EQ,US Equity Index,index,0.00186798,120.587888,True
2012-01-31,US_EQ,US Equity Index,index,0.02570698,123.687839,True
2012-02-29,US_EQ,US Equity Index,index,-0.00342898,123.263716,True
2012-03-31,US_EQ,US Equity Index,index,0.01317653,124.887904,True
2012-04-30,US_EQ,US Equity Index,index,0.01757554,127.082877,True
2012-05-31,US_EQ,US Equity Index,index,0.01747927,129.304194,True
2012-06-30,US_EQ,US Equity Index,index,0.05649517,136.609257,True
2012-07-31,US_EQ,US Equity Index,index,0.00391896,137.144622,True
2012-08-31,US_EQ,US Equity Index,index,0.02380758,140.409704,True
2012-09-30,US_EQ,US Equity Index,index,0.02037446,143.270476,True
2012-10-31,US_EQ,US Equity Index,index,-0.0092333,141.947616,True
2012-11-30,US_EQ,US Equity Index,index,0.04342753,148.11205,True
2012-12-31,US_EQ,US Equity Index,index,0.03055433,152.637515,True
2013-01-31,US_EQ,US Equity Index,index,-0.02593459,148.678923,True
2013-02-28,US_EQ,US Equity Index,index,-0.00951493,147.264254,True
2013-03-31,US_EQ,US Equity Index,index,-0.00751466,146.157614,True
2013-04-30,US_EQ,US Equity Index,index,-0.01695455,143.679577,True
2013-05-31,US_EQ,US Equity Index,index,0.06251466,152.661658,True
2013-06-30,US_EQ,US Equity Index,index,0.00701787,153.733018,True
2013-07-31,US_EQ,US Equity Index,index,0.02253502,157.197394,True
2013-08-31,US_EQ,US Equity Index,index,-0.01848277,154.291951,True
2013-09-30,US_EQ,US Equity Index,index,0.04629704,161.435211,True
2013-10-31,US_EQ,US Equity Index,index,-0.01078605,159.693964,True
2013-11-30,US_EQ,US Equity Index,index,0.09168465,174.335448,True
2013-12-31,US_EQ,US Equity Index,index,-0.0138905,171.913841,True
2014-01-31,US_EQ,US Equity Index,index,0.07340056,184.532413,True
2014-02-28,US_EQ,US Equity Index,index,-0.03665519,177.768343,True
2014-03-31,US_EQ,US Equity Index,index,0.0310894,183.295054,True
2014-04-30,US_EQ,US Equity Index,index,0.0062549,184.441547,True
2014-05-31,US_EQ,US Equity Index,index,-0.02649228,179.55527,True
2014-06-30,US_EQ,US Equity Index,index,0.0730349,192.669072,True
2014-07-31,US_EQ,US Equity Index,index,0.03644531,199.690957,True
2014-08-31,US_EQ,US Equity Index,index,0.06332569,212.336524,True
2014-09-30,US_EQ,US Equity Index,index,0.08996703,231.439809,True
2014-10-31,US_EQ,US Equity Index,index,0.02307906,236.781223,True
2014-11-30,US_EQ,US Equity Index,index,-0.08398867,216.894283,True
2014-12-31,US_EQ,US Equity Index,index,-0.01427185,213.798801,True
2015-01-31,US_EQ,US Equity Index,index,-0.02699377,208.027566,True
2015-02-28,US_EQ,US Equity Index,index,0.02104939,212.40642,True
2015-03-31,US_EQ,US Equity Index,index,-0.00191546,211.999565,True
2015-04-30,US_EQ,US Equity Index,index,-0.03204737,205.205536,True
2015-05-31,US_EQ,US Equity Index,index,-0.05716428,193.475109,True
2015-06-30,US_EQ,US Equity Index,index,0.08021777,208.995251,True
2015-07-31,US_EQ,US Equity Index,index,0.02338713,213.88305,True
2015-08-31,US_EQ,US Equity Index,index,-0.07424059,198.004246,True
2015-09-30,US_EQ,US Equity Index,index,-0.01391477,195.249062,True
2015-10-31,US_EQ,US Equity Index,index,-0.08355103,178.935802,True
2015-11-30,US_EQ,US Equity Index,index,0.00812488,180.389634,True
2015-12-31,US_EQ,US Equity Index,index,-0.0263708,175.632615,True
2016-01-31,US_EQ,US Equity Index,index,0.04642587,183.786512,True
2016-02-29,US_EQ,US Equity Index,index,0.08627932,199.643487,True
2016-03-31,US_EQ,US Equity Index,index,-0.00381895,198.881058,True
2016-04-30,US_EQ,US Equity Index,index,0.02448624,203.750906,True
2016-05-31,US_EQ,US Equity Index,index,0.00320144,204.403203,True
2016-06-30,US_EQ,US Equity Index,index,-0.03626866,196.989772,True
2016-07-31,US_EQ,US Equity Index,index,0.0322404,203.340801,True
2016-08-31,US_EQ,US Equity Index,index,0.01116077,205.610242,True
2016-09-30,US_EQ,US Equity Index,index,-0.05197286,194.92409,True
2016-10-31,US_EQ,US Equity Index,index,0.07342477,209.236347,True
2016-11-30,US_EQ,US Equity Index,index,-0.01019655,207.102858,True
2016-12-31,US_EQ,US Equity Index,index,-0.05040131,196.664603,True
2017-01-31,US_EQ,US Equity Index,index,-0.0032473,196.025974,True
2017-02-28,US_EQ,US Equity Index,index,0.03172367,202.244637,True
2017-03-31,US_EQ,US Equity Index,index,0.00472231,203.1997,True
2017-04-30,US_EQ,US Equity Index,index,-0.03814667,195.448308,True
2017-05-31,US_EQ,US Equity Index,index,-0.04550402,186.554624,True
2017-06-30,US_EQ,US Equity Index,index,-0.07052266,173.398296,True
2017-07-31,US_EQ,US Equity Index,index,-0.08443125,158.758062,True
2017-08-31,US_EQ,US Equity Index,index,0.03189832,163.822178,True
2017-09-30,US_EQ,US Equity Index,index,0.02071166,167.215208,True
2017-10-31,US_EQ,US Equity Index,index,-0.06401879,156.510293,True
2017-11-30,US_EQ,US Equity Index,index,0.04627761,163.753215,True
2017-12-31,US_EQ,US Equity Index,index,0.03635781,169.706924,True
2018-01-31,US_EQ,US Equity Index,index,0.01686602,172.569204,True
2018-02-28,US_EQ,US Equity Index,index,-0.03292959,166.886571,True
2018-03-31,US_EQ,US Equity Index,index,0.00161419,167.155958,True
2018-04-30,US_EQ,US Equity Index,index,0.03895323,173.667223,True
2018-05-31,US_EQ,US Equity Index,index,0.06613576,185.152836,True
2018-06-30,US_EQ,US Equity Index,index,-0.01117358,183.084017,True
2018-07-31,US_EQ,US Equity Index,index,-0.06495409,171.191962,True
2018-08-31,US_EQ,US Equity Index,index,0.08202406,185.233821,True
2018-09-30,US_EQ,US Equity Index,index,0.03262298,191.276699,True
2018-10-31,US_EQ,US Equity Index,index,0.05549891,201.892348,True
2018-11-30,US_EQ,US Equity Index,index,-0.01422681,199.020065,True
2018-12-31,US_EQ,US Equity Index,index,0.02756766,204.506583,True
2019-01-31,US_EQ,US Equity Index,index,-0.01022698,202.415099,True
2019-02-28,US_EQ,US Equity Index,index,-0.04383043,193.543159,True
2019-03-31,US_EQ,US Equity Index,index,0.01769707,196.968305,True
2019-04-30,US_EQ,US Equity Index,index,0.09641703,215.959404,True
2019-05-31,US_EQ,US Equity Index,index,-0.00924078,213.963771,True
2019-06-30,US_EQ,US Equity Index,index,0.05300535,225.304995,True
2019-07-31,US_EQ,US Equity Index,index,-0.03257464,217.965766,True
2019-08-31,US_EQ,US Equity Index,index,-0.02170152,213.235578,True
2019-09-30,US_EQ,US Equity Index,index,-0.03818036,205.094167,True
2019-10-31,US_EQ,US Equity Index,index,-0.08704687,187.241361,True
2019-11-30,US_EQ,US Equity Index,index,-0.06128494,175.766285,True
2019-12-31,US_EQ,US Equity Index,index,0.0572846,185.834986,True
2020-01-31,US_EQ,US Equity Index,index,0.03516867,192.370555,True
2020-02-29,US_EQ,US Equity Index,index,-0.04321032,184.058161,True
2020-03-31,US_EQ,US Equity Index,index,0.03964892,191.355869,True
2020-04-30,US_EQ,US Equity Index,index,-0.06107468,179.668869,True
2020-05-31,US_EQ,US Equity Index,index,-0.01674349,176.660586,True
2020-06-30,US_EQ,US Equity Index,index,-0.00854057,175.151804,True
2020-07-31,US_EQ,US Equity Index,index,0.0512526,184.12879,True
2020-08-31,US_EQ,US Equity Index,index,0.02024176,187.855881,True
2020-09-30,US_EQ,US Equity Index,index,-0.04401989,179.586485,True
2020-10-31,US_EQ,US Equity Index,index,0.12028266,201.187624,True
2020-11-30,US_EQ,US Equity Index,index,0.00354207,201.900245,True
2020-12-31,US_EQ,US Equity Index,index,0.02335978,206.61659,True
2021-01-31,US_EQ,US Equity Index,index,0.07456811,222.023599,True
2021-02-28,US_EQ,US Equity Index,index,-0.08102555,204.034015,True
2021-03-31,US_EQ,US Equity Index,index,0.04009655,212.215075,True
2021-04-30,US_EQ,US Equity Index,index,0.0322456,219.058077,True
2021-05-31,US_EQ,US Equity Index,index,-0.13802873,188.821769,True
2021-06-30,US_EQ,US Equity Index,index,-0.0048029,187.914877,True
2021-07-31,US_EQ,US Equity Index,index,0.0315006,193.834309,True
2021-08-31,US_EQ,US Equity Index,index,0.03884562,201.363924,True
2021-09-30,US_EQ,US Equity Index,index,0.0536481,212.166716,True
2021-10-31,US_EQ,US Equity Index,index,-0.05859217,199.735407,True
2021-11-30,US_EQ,US Equity Index,index,-0.04158328,191.429753,True
2021-12-31,US_EQ,US Equity Index,index,-0.02147035,187.31969,True
2022-01-31,US_EQ,US Equity Index,index,0.07876741,202.074378,True
2022-02-28,US_EQ,US Equity Index,index,0.07770512,217.776591,True
2022-03-31,US_EQ,US Equity Index,index,0.07033074,233.092981,True
2022-04-30,US_EQ,US Equity Index,index,0.05708131,246.398234,True
2022-05-31,US_EQ,US Equity Index,index,-0.03553431,237.642642,True
2022-06-30,US_EQ,US Equity Index,index,0.0092305,239.836203,True
2022-07-31,US_EQ,US Equity Index,index,-0.01789361,235.544668,True
2022-08-31,US_EQ,US Equity Index,index,0.10057742,259.235142,True
2022-09-30,US_EQ,US Equity Index,index,-0.06248828,243.035984,True
2022-10-31,US_EQ,US Equity Index,index,0.0009321,243.262518,True
2022-11-30,US_EQ,US Equity Index,index,-0.01754035,238.995609,True
2022-12-31,US_EQ,US Equity Index,index,-0.01030079,236.533766,True
2023-01-31,US_EQ,US Equity Index,index,-0.00064734,236.380648,True
2023-02-28,US_EQ,US Equity Index,index,-0.07236155,219.275777,True
2023-03-31,US_EQ,US Equity Index,index,-0.03322845,211.989584,True
2023-04-30,US_EQ,US Equity Index,index,0.00044099,212.08307,True
2023-05-31,US_EQ,US Equity Index,index,0.06810651,226.527308,True
2023-06-30,US_EQ,US Equity Index,index,-0.06788062,211.150494,True
2023-07-31,US_EQ,US Equity Index,index,0.00086129,211.332355,True
2023-08-31,US_EQ,US Equity Index,index,0.0387377,219.518884,True
2023-09-30,US_EQ,US Equity Index,index,-0.04043223,210.643247,True
2023-10-31,US_EQ,US Equity Index,index,0.01930091,214.708852,True
2023-11-30,US_EQ,US Equity Index,index,-0.03910196,206.313315,True
2023-12-31,US_EQ,US Equity Index,index,-0.00148061,206.007844,True
